date,jdate,high,low,open,close,volume
7/1/2020,1399-04-11,1612880,1577660,1577660,1612882,8424169276
7/4/2020,1399-04-14,1645260,1618820,1635660,1621368,13518558466
7/5/2020,1399-04-15,1655400,1620210,1624700,1655407,9076880721
7/6/2020,1399-04-16,1740870,1676370,1676370,1718350,5961887328
7/7/2020,1399-04-17,1748000,1734850,1734850,1747078,8769615327
7/8/2020,1399-04-18,1767010,1752520,1757560,1753678,14166076996
7/11/2020,1399-04-21,1741290,1719030,1726650,1741296,9087138878
7/12/2020,1399-04-22,1814830,1763460,1763460,1812832,10232084300
7/13/2020,1399-04-23,1822110,1799810,1812680,1822117,11451636537
7/14/2020,1399-04-24,1846160,1835130,1842380,1844860,8360271153
7/15/2020,1399-04-25,1845120,1838570,1840420,1841696,13503057383
7/18/2020,1399-04-28,1822650,1809030,1822650,1809147,7171367853
7/19/2020,1399-04-29,1864940,1797980,1797980,1864946,12659176002
7/20/2020,1399-04-30,1924880,1893780,1893780,1924798,7913995501
7/21/2020,1399-04-31,1920180,1901240,1920180,1916202,7836520240
7/22/2020,1399-05-01,1909690,1888590,1909690,1901169,6285974263
7/25/2020,1399-05-04,1953150,1932780,1932780,1952921,8981609217
7/26/2020,1399-05-05,1964180,1935960,1957560,1946134,8083273619
7/27/2020,1399-05-06,1933940,1900330,1924540,1933944,13331170649
7/28/2020,1399-05-07,1973490,1941150,1946460,1941157,13084373726
7/29/2020,1399-05-08,1924080,1899580,1924080,1904316,9197300428
8/1/2020,1399-05-11,1961640,1912600,1912600,1961649,9998721899
8/2/2020,1399-05-12,2013730,1961620,1961620,2011493,12610040235
8/3/2020,1399-05-13,2015420,1987590,2011870,1993328,7979094697
8/4/2020,1399-05-14,1995030,1986390,1986390,1995037,11558926385
8/5/2020,1399-05-15,2034210,2011980,2011980,2034187,8408247779
8/9/2020,1399-05-19,2083190,2068820,2068820,2078512,8358613968
8/10/2020,1399-05-20,2103310,2064650,2100700,2065112,11027604126
8/11/2020,1399-05-21,2039800,1999370,2039800,1999854,6183853347
8/12/2020,1399-05-22,2039460,1975290,2018690,1975545,8851849877
8/15/2020,1399-05-25,1944790,1902980,1944790,1903259,5560625292
8/16/2020,1399-05-26,1880840,1813550,1880840,1813574,4652454776
8/17/2020,1399-05-27,1815690,1794310,1799780,1815696,13066013650
8/18/2020,1399-05-28,1856530,1825350,1838800,1825354,11055218501
8/19/2020,1399-05-29,1812310,1756870,1812310,1757258,3923830325
8/22/2020,1399-06-01,1779560,1727220,1773450,1727265,8792057004
8/23/2020,1399-06-02,1710590,1662200,1710590,1662205,5504613157
8/24/2020,1399-06-03,1650690,1607250,1650690,1608544,9709942568
8/25/2020,1399-06-04,1650470,1621980,1621980,1650026,8353636864
8/26/2020,1399-06-05,1718760,1676640,1676640,1718763,3534573792
8/31/2020,1399-06-10,1762480,1727940,1753400,1727953,14841558644
9/1/2020,1399-06-11,1714960,1684730,1714960,1684741,4779935604
9/2/2020,1399-06-12,1660890,1631880,1660890,1631884,3849817286
9/5/2020,1399-06-15,1645280,1639170,1642190,1642038,9324762063
9/6/2020,1399-06-16,1669270,1647850,1660680,1647855,9062889130
9/7/2020,1399-06-17,1631690,1607210,1631690,1607212,3802198262
9/8/2020,1399-06-18,1587000,1570040,1587000,1570049,854599940
9/9/2020,1399-06-19,1556320,1546140,1552590,1556315,7076966915
9/12/2020,1399-06-22,1590460,1571480,1571480,1583747,4769372602
9/13/2020,1399-06-23,1593270,1574730,1584160,1578186,8297021386
9/14/2020,1399-06-24,1607490,1584450,1584450,1607491,7006506716
9/15/2020,1399-06-25,1667250,1633040,1633040,1664559,7401427233
9/16/2020,1399-06-26,1712040,1694530,1694530,1704099,14309953540
9/19/2020,1399-06-29,1712990,1686000,1699170,1699506,10078131174
9/20/2020,1399-06-30,1690720,1652240,1689630,1652249,5180391292
9/21/2020,1399-06-31,1619660,1595140,1619660,1595148,2682979522
9/22/2020,1399-07-01,1594180,1566520,1592670,1581206,9717365984
9/23/2020,1399-07-02,1621850,1596230,1596230,1611452,10684307910
9/26/2020,1399-07-05,1634890,1615650,1625530,1615678,6249270204
9/27/2020,1399-07-06,1599240,1572140,1599240,1572158,2905804409
9/28/2020,1399-07-07,1551440,1515930,1551440,1515933,1412448360
9/29/2020,1399-07-08,1497840,1483580,1497840,1492902,8873748832
9/30/2020,1399-07-09,1503410,1488990,1500810,1503413,8102307751
10/3/2020,1399-07-12,1546150,1513270,1513270,1546147,6394935945
10/4/2020,1399-07-13,1548960,1522930,1548960,1522938,13210031649
10/5/2020,1399-07-14,1504150,1489780,1504150,1490154,8485480921
10/6/2020,1399-07-15,1514710,1496050,1496050,1514699,5573399468
10/7/2020,1399-07-16,1541920,1526810,1526810,1540707,7400760074
10/10/2020,1399-07-19,1542110,1534050,1541130,1541843,6259120105
10/11/2020,1399-07-20,1600200,1554820,1554820,1597045,11768804405
10/12/2020,1399-07-21,1595960,1579320,1590290,1579566,15160828269
10/13/2020,1399-07-22,1588790,1570970,1583010,1579633,10722141530
10/14/2020,1399-07-23,1580970,1560560,1580970,1561451,5884201996
10/18/2020,1399-07-27,1548210,1514230,1548210,1514244,3337279128
10/19/2020,1399-07-28,1493940,1462380,1493940,1462382,1484911996
10/20/2020,1399-07-29,1450620,1419310,1450620,1419312,3401250927
10/21/2020,1399-07-30,1431080,1412280,1422830,1412300,10170446314
10/24/2020,1399-08-03,1396480,1374040,1396480,1374049,2569014788
10/26/2020,1399-08-05,1360240,1336580,1360240,1336583,6000059539
10/27/2020,1399-08-06,1329450,1301730,1329450,1301959,4618914028
